18.268	0.000	0.000	0.000
18.263	0.000	0.000	0.000
18.263	0.000	0.000	0.000
18.263	0.000	0.000	0.000
18.265	0.000	0.000	0.000
18.269	0.000	0.000	0.000
18.257	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.263	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.266	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.260	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.264	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.272	0.000	0.000	0.000
18.261	0.000	0.000	0.000
18.269	0.000	0.000	0.000
18.256	0.000	0.000	0.000
18.256	0.000	0.000	0.000
18.265	0.000	0.000	0.000
18.255	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.261	0.000	0.000	0.000
18.262	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.258	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.262	0.000	0.000	0.000
18.262	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.260	0.000	0.000	0.000
18.275	0.000	0.000	0.000
18.265	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.277	0.000	0.000	0.000
18.275	0.000	0.000	0.000
18.277	0.000	0.000	0.000
18.268	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.275	0.000	0.000	0.000
18.277	0.000	0.000	0.000
18.266	0.000	0.000	0.000
18.277	0.000	0.000	0.000
18.266	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.262	0.000	0.000	0.000
18.275	0.000	0.000	0.000
18.263	0.000	0.000	0.000
18.268	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.263	0.000	0.000	0.000
18.275	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.275	0.000	0.000	0.000
18.279	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.284	0.000	0.000	0.000
18.272	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.283	0.000	0.000	0.000
18.272	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.280	0.000	0.000	0.000
18.272	0.000	0.000	0.000
18.279	0.000	0.000	0.000
18.283	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.285	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.286	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.279	0.000	0.000	0.000
18.273	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.280	0.000	0.000	0.000
18.268	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.272	0.000	0.000	0.000
18.265	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.280	0.000	0.000	0.000
18.273	0.000	0.000	0.000
18.283	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.279	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.272	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.268	0.000	0.000	0.000
18.276	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.283	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.279	0.000	0.000	0.000
18.279	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.286	0.000	0.000	0.000
18.273	0.000	0.000	0.000
18.282	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.277	0.000	0.000	0.000
18.287	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.282	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.271	0.000	0.000	0.000
18.281	0.000	0.000	0.000
18.274	0.000	0.000	0.000
18.278	0.000	0.000	0.000
18.267	0.000	0.000	0.000
18.269	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.270	0.000	0.000	0.000
18.279	0.000	0.000	0.000
