15.244	0.000	0.000	0.000
15.231	0.000	0.000	0.000
15.234	0.000	0.000	0.000
15.235	0.000	0.000	0.000
15.225	0.000	0.000	0.000
15.236	0.000	0.000	0.000
15.224	0.000	0.000	0.000
15.225	0.000	0.000	0.000
15.231	0.000	0.000	0.000
15.221	0.000	0.000	0.000
15.231	0.000	0.000	0.000
15.220	0.000	0.000	0.000
15.222	0.000	0.000	0.000
15.226	0.000	0.000	0.000
15.217	0.000	0.000	0.000
15.222	0.000	0.000	0.000
15.215	0.000	0.000	0.000
15.228	0.000	0.000	0.000
15.215	0.000	0.000	0.000
15.222	0.000	0.000	0.000
15.220	0.000	0.000	0.000
15.212	0.000	0.000	0.000
15.224	0.000	0.000	0.000
15.212	0.000	0.000	0.000
15.219	0.000	0.000	0.000
15.218	0.000	0.000	0.000
15.209	0.000	0.000	0.000
15.220	0.000	0.000	0.000
15.206	0.000	0.000	0.000
15.213	599.418	0.500	0.300
23.000	597.365	0.500	0.299
26.559	601.916	0.500	0.301
29.359	605.925	0.500	0.303
31.454	606.642	0.500	0.303
33.354	606.760	0.500	0.303
35.035	605.690	0.500	0.303
36.562	607.689	0.500	0.304
37.931	609.340	0.500	0.305
39.100	610.825	0.500	0.305
40.148	614.387	0.500	0.307
41.073	616.379	0.500	0.308
41.921	617.835	0.500	0.309
42.694	618.915	0.500	0.309
43.431	619.411	0.500	0.310
44.118	621.078	0.500	0.311
44.793	622.631	0.500	0.311
45.433	622.897	0.500	0.311
46.067	623.929	0.500	0.312
46.674	625.730	0.500	0.313
47.284	626.515	0.500	0.313
47.868	627.541	0.500	0.314
48.452	629.044	0.500	0.315
49.017	630.030	0.500	0.315
49.585	631.791	0.500	0.316
50.135	631.563	0.500	0.316
50.689	633.428	0.500	0.317
51.222	634.719	0.500	0.317
51.753	635.637	0.500	0.318
52.283	638.395	0.500	0.319
52.800	640.725	0.500	0.320
53.319	636.923	0.500	0.318
53.830	642.434	0.500	0.321
54.338	645.215	0.500	0.323
54.835	646.599	0.500	0.323
55.340	640.650	0.500	0.320
55.832	642.709	0.500	0.321
56.328	645.882	0.500	0.323
56.808	651.745	0.500	0.326
57.272	657.530	0.500	0.329
57.728	651.225	0.500	0.326
58.166	626.311	0.500	0.313
58.621	644.073	0.500	0.322
59.084	644.094	0.500	0.322
59.563	646.429	0.500	0.323
60.081	646.586	0.500	0.323
60.665	646.649	0.500	0.323
61.397	650.349	0.500	0.325
62.380	648.969	0.500	0.324
63.814	653.971	0.500	0.327
65.158	657.023	0.500	0.329
66.283	657.995	0.500	0.329
67.298	658.210	0.500	0.329
68.259	659.888	0.500	0.330
69.209	663.312	0.500	0.332
70.136	665.576	0.500	0.333
71.074	648.745	0.500	0.324
71.993	1438.310	0.500	0.719
72.961	738.079	0.500	0.369
74.043	634.786	0.500	0.317
75.116	750.814	0.500	0.375
76.222	677.916	0.500	0.339
77.309	635.980	0.500	0.318
78.424	739.048	0.500	0.370
79.572	709.968	0.500	0.355
80.790	665.587	0.500	0.333
82.021	682.023	0.500	0.341
83.250	738.787	0.500	0.369
84.501	735.861	0.500	0.368
85.777	595.108	0.500	0.298
86.643	699.182	0.500	0.350
87.350	655.780	0.500	0.328
88.697	636.889	0.500	0.318
90.160	868.637	0.500	0.434
91.424	861.919	0.500	0.431
92.710	718.709	0.500	0.359
93.922	683.875	0.500	0.342
95.134	801.915	0.500	0.401
96.297	734.400	0.500	0.367
97.453	695.459	0.500	0.348
98.567	680.393	0.500	0.340
99.676	785.272	0.500	0.393
100.730	733.170	0.500	0.367
101.784	727.964	0.500	0.364
102.807	811.836	0.500	0.406
103.818	867.283	0.500	0.434
104.814	725.401	0.500	0.363
105.805	772.214	0.500	0.386
106.782	625.258	0.500	0.313
107.723	681.355	0.500	0.341
108.654	813.060	0.500	0.407
109.591	592.932	0.500	0.296
110.566	772.436	0.500	0.386
111.430	696.965	0.500	0.348
112.331	773.576	0.500	0.387
113.187	820.846	0.500	0.410
114.077	740.515	0.500	0.370
114.917	820.799	0.500	0.410
115.786	745.288	0.500	0.373
116.629	834.745	0.500	0.417
117.467	796.695	0.500	0.398
118.281	825.951	0.500	0.413
119.158	786.161	0.500	0.393
119.967	748.296	0.500	0.374
120.753	828.564	0.500	0.414
121.559	831.716	0.500	0.416
122.336	758.526	0.500	0.379
123.142	701.483	0.500	0.351
123.906	760.089	0.500	0.380
124.675	805.423	0.500	0.403
125.438	694.918	0.500	0.347
126.210	816.629	0.500	0.408
126.937	791.666	0.500	0.396
127.698	749.087	0.500	0.375
128.415	674.231	0.500	0.337
129.158	698.874	0.500	0.349
129.870	712.921	0.500	0.356
130.602	741.632	0.500	0.371
131.305	793.564	0.500	0.397
132.018	759.150	0.500	0.380
132.710	755.659	0.500	0.378
133.402	671.491	0.500	0.336
134.093	760.747	0.500	0.380
134.773	740.837	0.500	0.370
135.463	807.540	0.500	0.404
136.157	749.800	0.500	0.375
136.811	767.167	0.500	0.384
137.466	767.525	0.500	0.384
138.118	720.424	0.500	0.360
138.773	670.595	0.500	0.335
139.442	789.799	0.500	0.395
140.067	882.594	0.500	0.441
140.721	761.015	0.500	0.381
141.355	766.432	0.500	0.383
141.971	803.723	0.500	0.402
142.587	716.415	0.500	0.358
143.033	779.815	0.500	0.390
143.473	776.460	0.500	0.388
143.952	774.029	0.500	0.387
144.461	777.910	0.500	0.389
144.986	778.385	0.500	0.389
145.504	774.714	0.500	0.387
146.025	776.199	0.500	0.388
146.536	775.753	0.500	0.388
147.049	777.879	0.500	0.389
147.553	777.769	0.500	0.389
148.057	778.675	0.500	0.389
148.551	778.618	0.500	0.389
149.045	778.858	0.500	0.389
149.540	779.831	0.500	0.390
150.025	780.345	0.500	0.390
150.511	780.697	0.500	0.390
150.988	780.905	0.500	0.390
151.466	781.539	0.500	0.391
151.934	781.076	0.500	0.391
152.408	782.686	0.500	0.391
152.871	783.391	0.500	0.392
153.337	784.341	0.500	0.392
153.793	783.619	0.500	0.392
154.253	783.676	0.500	0.392
154.703	784.239	0.500	0.392
155.155	784.118	0.500	0.392
155.599	783.971	0.500	0.392
156.046	786.355	0.500	0.393
156.511	786.362	0.500	0.393
156.928	787.378	0.500	0.394
157.358	787.096	0.500	0.394
157.794	787.425	0.500	0.394
158.222	787.557	0.500	0.394
158.654	788.196	0.500	0.394
159.077	788.049	0.500	0.394
159.496	788.634	0.500	0.394
159.920	788.662	0.500	0.394
160.341	789.602	0.500	0.395
160.753	789.975	0.500	0.395
161.169	789.472	0.500	0.395
161.577	790.709	0.500	0.395
161.989	791.628	0.500	0.396
162.393	791.749	0.500	0.396
162.800	792.021	0.500	0.396
163.198	792.749	0.500	0.396
163.596	793.679	0.500	0.397
163.996	792.387	0.500	0.396
164.390	792.876	0.500	0.396
164.786	793.580	0.500	0.397
165.174	795.009	0.500	0.398
165.567	794.399	0.500	0.397
165.951	795.130	0.500	0.398
166.339	794.527	0.500	0.397
166.720	795.957	0.500	0.398
167.103	796.770	0.500	0.398
167.478	797.482	0.500	0.399
167.860	796.882	0.500	0.398
168.233	796.952	0.500	0.398
168.610	797.539	0.500	0.399
169.003	797.009	0.500	0.399
169.402	795.661	0.500	0.398
170.232	794.967	0.500	0.397
171.357	796.845	0.500	0.398
172.605	802.547	0.500	0.401
173.857	811.046	0.500	0.406
175.126	799.495	0.500	0.400
176.357	795.806	0.500	0.398
177.585	811.820	0.500	0.406
178.850	798.807	0.500	0.399
179.977	814.565	0.500	0.407
181.141	804.922	0.500	0.402
182.311	814.699	0.500	0.407
183.447	808.323	0.500	0.404
184.589	817.792	0.500	0.409
185.702	807.051	0.500	0.404
186.870	811.557	0.500	0.406
187.911	817.992	0.500	0.409
188.993	818.084	0.500	0.409
190.079	814.544	0.500	0.407
191.141	815.622	0.500	0.408
192.209	818.100	0.500	0.409
193.252	818.522	0.500	0.409
194.300	820.401	0.500	0.410
195.325	821.883	0.500	0.411
196.356	822.917	0.500	0.411
197.366	824.428	0.500	0.412
198.382	825.505	0.500	0.413
199.377	826.509	0.500	0.413
200.376	826.791	0.500	0.413
201.353	828.834	0.500	0.414
202.323	829.276	0.500	0.415
203.300	829.052	0.500	0.415
204.257	829.427	0.500	0.415
205.221	831.560	0.500	0.416
206.165	833.599	0.500	0.417
207.116	833.492	0.500	0.417
208.046	834.796	0.500	0.417
208.986	835.615	0.500	0.418
209.906	835.760	0.500	0.418
210.833	837.316	0.500	0.419
211.741	838.624	0.500	0.419
212.657	838.541	0.500	0.419
213.553	840.153	0.500	0.420
214.512	839.372	0.500	0.420
215.344	841.170	0.500	0.421
216.237	842.770	0.500	0.421
217.110	843.692	0.500	0.422
217.991	843.492	0.500	0.422
218.854	845.788	0.500	0.423
219.762	843.024	0.500	0.422
220.568	849.354	0.500	0.425
221.422	857.959	0.500	0.429
222.271	845.153	0.500	0.423
223.121	849.466	0.500	0.425
224.032	849.484	0.500	0.425
224.804	851.261	0.500	0.426
225.630	852.194	0.500	0.426
226.444	853.102	0.500	0.427
227.315	854.026	0.500	0.427
228.076	854.486	0.500	0.427
228.892	854.998	0.500	0.428
229.694	856.246	0.500	0.428
230.500	856.973	0.500	0.428
231.291	858.023	0.500	0.429
232.091	857.648	0.500	0.429
232.875	858.791	0.500	0.429
233.664	866.526	0.500	0.433
234.440	859.586	0.500	0.430
235.217	863.692	0.500	0.432
235.996	862.193	0.500	0.431
236.759	863.005	0.500	0.432
237.527	864.285	0.500	0.432
238.281	863.978	0.500	0.432
239.041	864.983	0.500	0.432
239.790	866.406	0.500	0.433
240.577	866.969	0.500	0.433
241.282	867.267	0.500	0.434
242.018	868.056	0.500	0.434
242.761	867.532	0.500	0.434
243.495	866.808	0.500	0.433
244.221	870.148	0.500	0.435
244.958	870.903	0.500	0.435
245.679	871.226	0.500	0.436
246.393	871.701	0.500	0.436
247.112	873.555	0.500	0.437
247.824	873.362	0.500	0.437
248.526	874.676	0.500	0.437
